qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q106669844,citizenship and social development,academic subject for Hong Kong secondary education curriculum,Q11862829,,,,,
Q105071763,city and regional planning,academic discipline,Q11862829,,,,Q689022,
Q837313,civics,"study of the great theoretical and practical aspects of citizenship, its rights and duties",Q11862829,,,,Q34749,
Q77590,civil engineering,"engineering discipline specializing in design, construction and maintenance of the built environment",Q12015335,,,,Q136580777,
Q10453611,civil engineering and teaching,,Q12015335,,,,Q1665984,
Q106372013,civil engineering studies,field of study at university/college/institute/academy; for civil engineering use Q77590,Q11862829,,Q24962856,,,
Q1052890,civil procedural law,,Q11862829,,,,Q936044,
Q106991653,clarinet performance,performance of music on the clarinet,Q11862829,,,,Q6942562,
Q138010461,class room research,research field,Q11862829,,,,Q861641,
Q64898986,class teacher,,Q11862829,,,,,
Q495527,classical philology,academic discipline,Q11862829,,Q841090,,Q841090,
Q10913068,classical philology,,Q11862829,,,,Q576921,
Q18206018,classical reception studies,aspect of culture,Q11862829,,,,Q841090,
Q65007494,classical studies and ancient history,academic major,Q11862829,,,,,
Q841090,classics,study of classical antiquity,Q11862829,,Q541923,,Q928786,
Q107278364,cliff ecology,ecology of cliffs,Q104193250,,,,Q7150,
Q102133023,climate change and cities,field of research combining climate change impact and mitigation and cities,Q11862829,,Q125928,,,
Q105974518,climate change and human mobility,intersection of how climate change effects human mobility,Q11862829,,,,,
Q110477651,climate change ecology,branch of ecology; study of the effects of anthropogenic climate change on any aspect of ecology,Q104193250,,,,Q52139,
Q30606503,climate change education,education that aims to address and develop effective responses to climate change,Q11862829,,,,Q116004012,
Q123844550,climate change research,subfield of climatology concerned with systemic changes,Q11862829,,Q52139,,,
Q124053338,climate change sociology,research field,Q11862829,,Q52139,,,
Q83420266,climate mitigation,set of mechanisms to address climate change,Q11862829,,,,Q22661680,
Q114602980,climate modeling,research field,Q11862829,,,,,
Q10372740,climatic geomorphology,,Q11862829,,,,Q52109,
Q52139,climatology,study of climate,Q11862829,,Q757520,,Q5334416,
Q130109910,climatopathology,the branch of pathology concerned with diseases which are attributable to the effects of climate,Q11862829,,,,Q7208,
Q113212893,clinical and health psychology,field of research,Q11862829,,,,Q9418,
Q113884267,clinical bacteriology,,Q11862829,,,,Q499500,
Q113097664,clinical child psychology,subdiscipline of clinical psychology,Q60680430,,,,Q3411686,
Q121493590,clinical dentistry,branch of dentistry,Q11862829,,,,Q4388032,
Q65096488,clinical education,academic major,Q11862829,,,,Q865436,
Q3275615,clinical engineering,modern medical technologies,Q11862829,,Q66151491,,Q11023,
Q4388032,clinical medicine,field of study,Q11862829,,,,Q11190,
Q113077456,clinical midwifery,field of research,Q11862829,,,,Q20862341,
Q1774688,clinical pharmacology,the science of drugs and their clinical use,Q11862829,,Q128406,,,
Q10546286,clinical physiology,academic discipline and a clinical medical specialty,Q11862829,,,,Q521,
Q5133849,clinical research,medical research using human test subjects,Q78088984,,Q2198549,,Q113129019,
Q105120394,clinical science,,Q11862829,,,,,
Q113129019,clinical sciences,field of research,Q11862829,,,,Q864601,
Q5133889,clinomics,study of -omics data along with its associated clinical data,Q11862829,,,,,
Q766002,cliodynamics,mathematical modeling of historical processes,Q11862829,,,,,
Q1433069,cliometrics,systematic application of economic theory and econometric techniques to the study of history,Q11862829,,Q47398,,Q65928774,
Q11626612,clothing studies,,Q11862829,,Q425694,,,
Q130798489,cluster physics,,Q11862829,,,,Q413,
Q5137484,co-operative studies,field of scholarly research,Q29028649,,,,Q5001951,
Q106195625,coaching,training and organizing an athlete or sports team,Q18175633,,,,Q3055155,
Q104200509,coastal ecology,ecology of coasts and its ecosystems,Q104193250,,,,Q7150,
Q126368892,coccidology,"branch of entomology that is concerned with the scales, mealybugs, and other members of the superfamily Coccoidea",Q99397804,,,,Q39286,
Q134971503,cochlear pharmacology,study field of drugs and biomaterials affect in the cochlea to preserve or restore hearing,Q11862829,,,,Q128406,
Q1338164,codicology,study of manuscripts,Q11862829,,Q2901245,,,
Q2200417,cognition,"mental action or process of acquiring knowledge and understanding through thought, experience, and the senses",Q116505632,,Q77468620,,Q14912053,
Q2853045,cognitive anthropology,branch of anthropology,Q106720965,,Q28598,,Q147638,
Q1147152,cognitive behavioral therapy,"psychotherapeutic approach that addresses dysfunctional emotions, behaviors and cognitions",Q130699387,,Q77468620,,Q16262180,
Q5141229,cognitive phonology,study of the 'sound systems' of languages,Q11862829,,,,Q40998,
Q64854398,cold climate engineering,,Q11862829,,,,,
Q64808433,collaborative and industrial design,,Q11862829,,,,,
Q124608832,collaborative cartography,subclass of cartography,Q11862829,,,,Q42515,
Q2668072,collection,set of purposely gathered physical or digital objects with some common characteristics,Q11862829,,,,Q16887380,
Q119204227,college teaching,,Q11862829,,,,Q352842,
Q11540642,colonial studies,academic field,Q11862829,,,,,
Q5150824,combinatorial design,symmetric arrangement of finite sets,Q11862829,,,,Q76592,
Q1320931,combinatorial game theory,branch of game theory about two-player sequential games with perfect information,Q11862829,,,,Q2878974,
Q1333872,combinatorial optimization,subset of mathematical optimization,Q11862829,,,,Q141495,
Q1481571,combinatory logic,logical formalism using combinators instead of variables,Q11862829,,,,Q8078,
Q24898950,combustion engineering,field of engineering,Q12015335,,,,,
Q12029903,comeniology,"study of life, views, contribution and works of Jan Amos Comenius",Q11862829,,Q7922,,Q59068,
Q131560888,cometology,the branch of astronomy concerned with comets,Q131565179,,,,Q333,
Q26643,commerce,large-scale organized system related to the exchange of goods and services,Q11862829,,Q113043123,,Q8134,
Q113043123,"commerce, management, tourism and services",field of research,Q11862829,,,,Q7406919,
Q219186,commercial law,body of law that applies to persons and businesses engaged in commerce,Q11862829,,Q110469055,,Q222249,
Q2327751,commercial sciences,,Q11862829,,,,,
Q113209366,commercial services,field of research,Q11862829,,Q104840846,,Q113043123,
Q65007508,communication,academic major,Q11862829,,,,,
Q16769609,communication arts,Wikimedia disambiguation page,Q11862829,,,,,
Q333657,communication design,academic discipline,Q11862829,,,,,
Q1058691,communication disorder,"impairment affecting speech, language, or hearing that hinders the ability to effectively communicate",Q112193867,,,,Q7574983,
Q5154137,communication for social change,communication for sustainable social change and development,Q11862829,,,,Q65007508,
Q1078351,communication science,schools of scientific research of human communication,Q11862829,,,,Q80083,
Q11680831,communication studies,academic field that deals with processes of communication,Q11862829,,Q113128675,,Q34749,
Q113208648,communication technology and digital media studies,field of research,Q11862829,,,,Q11680831,
Q83966,communication theory,field of information theory and mathematics that studies the technical process of information,Q11862829,,,,Q17737,
Q3645429,community archaeology,"branch of archaeology that focuses on involving local communities in the process of archaeological research, from planning and excavation to interpretation and presentation",Q11862829,,,,Q61971571,
Q124473401,community culture,"education of the public (groups of citizens organized by age or interest, for example), which requires the presence and active participation of the community and may be connected to specific organizations, institutions, or physical spaces",Q11862829,,,,,
Q5154949,community education,learning and social development within communities using a range of formal and informal methods,Q108161738,,,,Q8434,
Q3473024,community health,field of public health focusing on the health of communities,Q11862829,,,,Q2518253,
Q67140949,community health service,"diagnostic, therapeutic and preventive health services provided for individuals in a community",Q11862829,,,,Q9353606,
Q113468986,community mental health,concept in mental health,Q11862829,,,,Q317309,
Q1500493,community planning,,Q11862829,,,,,
Q104777741,community services,services offering support to the public,Q11862829,,Q113192683,,Q11588306,
Q5155068,community studies,academic field in the study of community,Q11862829,,Q112981579,,Q34749,
Q113043899,comparative and cross-cultural education,field of research,Q11862829,,,,Q7922,
Q2904159,comparative biology,,Q11862829,,,,Q420,
Q113126650,comparative government and politics,field of research,Q11862829,,,,Q36442,
Q2708569,comparative history,the comparison of different societies which existed during the same time period or shared similar cultural conditions,Q11862829,,,,Q309,
Q741338,comparative law,study of relationship between legal systems,Q11862829,,Q113212643,,Q4932206,
Q11126155,comparative librarianship,branch of library science,Q11862829,,Q199655,,,
Q878226,comparative linguistics,study of the relationships between two or more languages,Q135892289,,Q113128713,,Q8162,
Q22907418,comparative medicine,academic discipline,Q11862829,,,,,
Q640280,comparative mythology,comparison of myths from different cultures,Q11862829,,,,Q580854,
Q5862006,comparative philology,,Q11862829,,,,Q17625876,
Q1284814,comparative philosophy,,Q12765852,,,,,
Q1075827,comparative religion,systematic comparison of the world's religions,Q11862829,,,,,
Q4208496,comparative theology,topic of theology,Q60310061,,Q34178,,Q34178,
Q207628,composed musical work,"original piece or work of music, either vocal or instrumental",Q116474095,,,,Q2188189,
Q113114652,composite and hybrid materials,field of research,Q11862829,,,,Q228736,
Q2791145,composition studies,field of research focused on composition (writing and rhetoric) education,Q11862829,,,,,
Q111327089,compound semiconductors,field of research,Q11862829,,,,Q1710723,
Q106626993,comptrollership,academic discipline,Q11862829,,,,,
Q5157267,computable measure theory,part of computable analysis that deals with effective versions of measure theory,Q11862829,,Q15614122,,,
