qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q19924411,forestry science,Q173113|Q28797|Q110231626|Q3606845|Q16021386|Q372561,"agronomy|applied science|agricultural, veterinary and food sciences|agricultural science|forestry engineer|forest management",,,,,,4155069-9,sh88003739,,,,,,
Q192161,formal language,Q649732,formal system,,,,,,4017848-1,sh85050802,511.3,,00213650n,FormalLanguage,,
Q816264,formal science,Q475023,exact science,,,Q395|Q8078|Q12483|Q44455|Q269699|Q21198|Q336,mathematics|logic|statistics|game theory|systems theory|computer science|science,,,,,,03058326n,,,
Q649732,formal system,Q3622126,conceptual system,,,,,,,,,,14401372n,FormalSystem,,
Q112815132,format migration,,,,,,,,,,,,,,,
Q11888449,foundation engineering,,,Q2674423|Q77590,construction engineering|civil engineering,,,,,,,,,,,
Q120969775,foundational ontology,,,,,,,,,,,,,,,
Q3306816,freshwater biology,Q5728861|Q1130698|Q165838,aquatic biology|hydrobiology|limnology,,,,,,,sh85051943,,,,,,
Q20417087,freshwater ecology,Q104196941,aquatic ecology,,,,,935020,,sh85051944,,,,FreshwaterEcology,,QH541.5.F7
Q1458465,fruticulture,Q127213|Q124946|Q488798,arboriculture|gardening|cultivation,,,,,,4043051-0,sh85052162,634,,,,,
Q190549,functional analysis,Q1936384|Q837863,branch of mathematics|pure mathematics,Q7754,mathematical analysis,Q1892554,operator algebra,936061,4018916-8,sh85052312,515.7,300380275,,,,
Q3839507,functional programming language,Q9143,programming language,,,,,,,,,,,,,
Q111679581,fungal physiology,Q7175|Q521,mycology|physiology,,,,,936333,,sh85052453,,,,,,QK601
Q5517280,gainful employment,Q656365|Q2266417,employment|employment,,,,,,,,,,,,,
Q58908,galactic astronomy,Q333,astronomy,Q333,astronomy,,,,,,,,,,,
Q120569,gastroenterology,Q843601,health sciences,Q11180,internal medicine,,,,4121313-0,sh85053479,616.33,,00037467n,Gastroenterology,,
Q123751128,gathering,Q123819225,digital capturing,,,,,,,,,,,,,
Q11830699,gender psychology,Q9418,psychology,,,,,,,,,,,,,
Q1662673,gender studies,Q1143546|Q21201,cultural studies|sociology,Q1143546,cultural studies,Q637003|Q35069|Q12908504|Q98929208|Q17014367,gender archaeology|women's studies|men's studies|queer studies|transgender studies,,4482930-9,,,,03410936n,GenderStudies,,
Q1361345,general psychology,Q9418,psychology,,,,,,4141943-1,,,,,,,
Q1124169,genetic counseling,Q4390239,counseling,,,,,,,sh85053853,,,,,,RB155.7
Q48997455,genetic ecology,Q7150,ecology,,,,,,,,,,,,,
Q4785363,genetic history of the Middle East,Q636489|Q112073441,archeogenetics|human population genetics,Q51615|Q5256114,history of the Middle East|demographics of the Middle East,Q8045695|Q5205756|Q3656734|Q16000100|Q3592613,Y-DNA haplogroups in populations of the Near East|genetic history of Egypt|genetic studies of Turkic peoples|genetic studies on Arabs|genetic studies of Jews,,,,,,,,,
Q7162,genetics,Q420,biology,Q420,biology,,,,4071711-2,sh85053877,576.5,300138822,00037702n,Genetics,,
Q222046,genomics,Q7162|Q177005|Q158666,genetics|computational biology|omics,Q112939581,Genomics and transcriptomics,,,,,sh2002000809,,,,Genomics,,
Q161764,geochemistry,Q2329|Q8008,chemistry|Earth science,,,,,,4020198-3,sh85053960,551.9,300054543,00040151n,Geochemistry,,
Q213891,geochronology,Q130788,chronology,Q1069,geology,,,,4020199-5,,,,00025352n,Geochronology,,
Q131089,geodesy,Q8008,Earth science,Q8008,Earth science,,,,4020202-1,sh85053969,526.1,300054544,00040155n,Geodesy,,
Q3537694,geographic information science,Q16387|Q124468378,information science|geoinformation science,,,,,,,,,,,,,
Q483130,geographic information system,Q166142|Q121182|Q2695280,application|information system|technique,,,,,1752691|940423,4261642-6,sh2003007733|sh90001880,910.285,300263887,00396333n,GeographicInformationSystem,,G70.212-G70.217
Q3578760,geographical economy,Q159810,economy,,,Q100773131,regional economy,,,,,,,,,
Q1071,geography,Q8008|Q336,Earth science|science,,,Q135995350,evolutionary geography,,4020216-1,sh00005919,372.892|910|372.891,300054388,00040163n,Geography,,
Q124468378,geoinformation science,Q64811452,geospatial science,,,,,,,,,,,,,
Q1069,geology,Q7991|Q8008,natural science|Earth science,,,,,940627,4020227-6,sh85054037,551|550,300054546,00040170n,Geology,,
Q1648514,geology of the Moon,Q126181255|Q751439,selenology|planetary geology,,,,,,,sh85078856,,,,,,
Q8087,geometry,Q395,mathematics,Q395,mathematics,,,,4020236-7,sh85054133,516,300054529,00040181n,Geometry,,QA440-QA699
Q52109,geomorphology,Q52107|Q11862829,physical geography|academic discipline,Q113098300,geomorphology and regolith and landscape evolution,Q83296,lithosphere,940955,4130684-3,sh85054165,551.41,300054547,00040183n,Geomorphology,,
Q46255,geophysics,Q413|Q104499,physics|planetary science,Q8008,Earth science,,,,4020252-5,sh85054185,550,300264406|300054548,,Geophysics,,
Q3123544,geophysiology,Q8008,Earth science,,,,,,,,,,,,,
Q124471792,geospatial information science,Q64811452|Q137918437,geospatial science|spatial information science,,,,,,,,,,,,,
Q64811452,geospatial science,Q1071,geography,,,,,,,,,,,,,
Q1349130,geotechnical engineering,Q2674423,construction engineering,Q77590,civil engineering,,,,4156771-7,sh2013000289,624.151,300379880,00381323n,GeotechnicalEngineering,,
Q2405851,geriatric dentistry,Q12128,dentistry,,,,,,,,,,,,,
Q1514684,gerontopsychology,,,,,,,,,,,,,,,
Q828879,gestalt therapy,Q183257|Q272021,psychotherapy|Gestalt psychology,,,,,,4020726-2,sh85054724,616.89143,,,,,
Q17017346,global analysis,Q7754,mathematical analysis,,,,,,,sh85055284,,,,,,
Q2725393,global health,Q189603,public health,,,,,1181338,1262928265,sh85148199,,,,GlobalHealth,,RA441
Q28877,goods,Q2897903,goods and services,,,,,,4139397-1,,338.02,,00021045n,,,
Q157499,goodwill,Q2823610,financial asset,,,,,,,sh85055892,338.71,,,,,
Q129254777,government studies,Q34749,social science,,,,,,,,,,,,,
Q8091,grammar,Q367293|Q8162,convention|linguistics,Q8162,linguistics,,,,4021806-5,sh85056259,415,300263250|300252962,00041302n,Grammar,,
Q2479726,graph data structure,Q175263,data structure,,,,,,,,,,,,,
Q131476,graph theory,Q17737|Q395,theory|mathematics,Q121416|Q21198|Q76592,discrete mathematics|computer science|combinatorics,Q1192971,network theory,,4113782-6,sh85056471,511.5,,00397107n,GraphTheory,,QA166-QA166.249
Q120969797,graph topology,,,,,,,,,,,,,,,
Q911059,graphic arts,Q1914636|Q3249551,activity|process,,,,,,,,,300264849,,,,
Q16887380,group,Q28813620,set,,,Q35120|Q36809769|Q36808958,entity|member of a group|element of set,,,,,300404444|300241507,,Group,,
Q837393,group psychotherapy,Q183257,psychotherapy,,,,,948490,4072158-9,sh85057493,616.89152,,,GroupPsychotherapy,,
Q105107179,guitar performance,Q6942562,musical performance,,,,,,,,,,,,,
Q3481436,habitat conservation,Q2001056|Q20113959,land management|nature conservation,,,,,950055,,sh91001894,,,,,,
Q876215,harmonic analysis,Q1988917,data analysis,Q4464|Q7754,advanced mathematics|mathematical analysis,,,951490,4023453-8,sh85058939,515.2433,,,,,
Q106163201,harp performance,Q6942562,musical performance,,,,,,,,,,,,,
Q12147,health,Q7189713|Q16681739|Q19829125,physiological condition|normality|absence,,,,,952743,4020754-7,sh85059518,610,300055133,,HealthState,,
Q31207,health care,Q7406919|Q2421951,service|care,Q11000047|Q55638,health system|tertiary sector of the economy,,,,,sh00005607|sh85082871,362.1,,00043361n,HealthCare,,
Q31218,health economics,Q8134,economics,,,Q1567856|Q1420413,pharmacoeconomics|health technology assessment,,4130935-2,sh85082915,338.473621,,02013065n,HealthEconomics,,RA410-RA410.9
Q870895,health informatics,Q21198|Q11190,computer science|medicine,Q113168608,health informatics and information systems research,,,1014175,4038261-8,sh89005069,610.285,,,,,
Q1519812,health policy,Q546113|Q843601,public policy|health sciences,Q7163|Q11000047,politics|health system,Q11900327|Q29572498,disability policy|public health policy,,4113743-7,sh85083002,,,,HealthPolicy,,
Q2057971,health problem,Q7189713|Q621184|Q639907|Q87075524|Q567555,physiological condition|problem|medical finding|health risk|anomaly,,,,,,,,,,,,,
Q11974939,health professional,Q110281945|Q23905463,intellectual and scientific professionals|healthcare provider,Q17054975,human resources for health,,,,,,,,,HealthProfessional,,
Q1403186,health psychology,Q9418|Q113212893,psychology|clinical and health psychology,Q113212893,clinical and health psychology,,,,,sh86007745,,,,,,
Q843601,health sciences,Q28797|Q864928,applied science|life sciences,,,,,,4249464-3,,610,300054515,,,,
Q1420413,health technology assessment,Q18391886,economic evaluation,,,Q1754768,cost-effectiveness analysis,,,,,,,,,
Q105771305,health workforce policy,Q1519812,health policy,,,,,,,,,,,,,
Q160289,hearing,Q160402|Q14908172,perception|sensory perception of mechanical stimulus,Q1051623|Q569965,five wits|audiology,Q11461,sound,,4125741-8,sh85009496,155.422215|152.15,300055139,00007120n,Hearing,,
Q103884376,hearing science,Q336,science,,,,,,,,,,,,,
Q1976068,helminthology,Q180502|Q124650805,parasitology|vermeology,Q180502|Q12744095,parasitology|invertebrate zoology,,,954805,4122195-3,sh85060075,592.3|616.962|632.623|636.0896962,,01499584n,,,
Q5710255,helping behavior,Q3769299|Q2990613,human behavior|prosocial behavior,Q223642,interpersonal relationship,,,954850,4024289-4,sh85060103,,,,,,
Q103824,hematology,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,,,,4022796-0,sh85060130,616.15,,,Hematology,,
Q174416,herpetology,Q18358830,vertebrate zoology,,,Q4869597|Q9307400,batrachology|reptiliology,955655,4159629-8,sh85060464,597.9,300379433,00043884n,,,
Q13405601,higher geodesy,Q131089,geodesy,,,,,,,,,,,,,
Q7168,histology,Q420|Q514,biology|anatomy,,,,,,4025092-1,sh85061084,611,300379445,,Histology,,
Q657069,historical reenactment,Q1914636|Q386724|Q132241|Q47728,activity|work|festival|hobby,,,,,,,,,300265214,,HistoricalReenactment,,
Q120969790,historical research data interoperability,,,,,,,,,,,,,,,
Q1344860,historically informed performance,Q6942562|Q657069,musical performance|historical reenactment,,,,,,4197967-9,sh2020008754,,,,,,
Q9293033,historiology,Q1066186,study of history,,,,,,,,,,,,,
Q309,history,Q4330518|Q5067949|Q1190554|Q11862829,object of study|chain of events|occurrence|academic discipline,,,,,958235,4020517-4,sh85061212|sh99005024,900,,,History-FieldOfStudy,,D
Q156312,history of Earth,Q309,history,Q104499,planetary science,Q200325,human history,,,,,,,,,
Q3136952,history of anthropology,Q5076869,history of the social sciences,,,,,,,,,,,,,
Q846742,history of religions,Q1066186,study of history,,,,,,,sh85112553,,300054309,,,,
Q201486,history of science,Q1066186|Q309,study of history|history,Q1066186,study of history,,,,7504427-4,,509,,00646963n,HistoryOfScience,,
Q2183341,history of science and technology,Q200325,human history,,,,,,,,,,,,,
Q1516939,history of spaceflight,,,,,Q471043|Q16641975,history of aviation|history of aviation medicine,,,,,,,,,
Q5076869,history of the social sciences,Q201486,history of science,,,,,,,,,,,,,
Q47728,hobby,Q184872|Q12737077,recreation|occupation,,,,,,4025175-5,sh85061308,306.487|790.13,,,Hobby,,GV1201.5
Q1362274,hominization,,,Q83944,human evolution,,,,4072613-7,sh85062868,,,,,,
Q1282900,horizontal integration,Q376657|Q55166859,strategic management|integration,,,,,,,,,,,,,
Q61788060,human activity,Q1914636,activity,Q3769299,human behavior,Q451967,intentional human activity,,,,,,,HumanActivity,,
Q3769299,human behavior,Q9332,behavior,Q11042,culture,Q4026292,action,962811,,sh85062839,,300055168,15746231n,HumanBehavior,,
Q339557,human biology,Q420|Q23404,biology|anthropology,,,,,962865,4160775-2,sh85062843,599.9,,03145534n,HumanBiology,,
Q1066689,human communication,Q11024|Q3769299|Q1434121|Q451967,communication|human behavior|animal communication|intentional human activity,,,,,,,,,,,,,
Q720858,human ecology,Q7150,ecology,Q7150,ecology,,,,4026152-9,sh85062856,,300180724,,,,
Q6007197,human engineering,Q11023|Q1587903,engineering|human science,,,,,,,,,,,,,
Q83944,human evolution,Q1063|Q7206,evolution|paleoanthropology,,,Q1362274|Q7102480,hominization|origin of modern humans,963030,,sh85062868,,,00151142n,HumanEvolution,,GN281-GN289
Q12831143,human geography,Q1071|Q33122512,geography|social sciences and humanities,,,,,,4133695-1,sh85005570,304.2,300054392,,,,
Q200325,human history,Q309,history,,,,,,,,,,03183925n,,,
Q113884025,human morphology,Q183252|Q27172,morphology|biological anthropology,,,,,,,,,,,,,
Q16669122,human pathology,Q7208,pathology,,,,,,,,,,,,,
Q2892439,human physiology,Q521,physiology,,,,,963183,,sh85062884,,,00003882n,HumanPhysiology,,QP34-QP38
Q1587903,human science,Q33122512,social sciences and humanities,,,Q23404|Q6007197|Q339557|Q720858|Q5938602|Q175002,anthropology|human engineering|human biology|human ecology|Human systems engineering|developmental psychology,,4481515-3,,,,,,,
Q80083,humanities,Q33122512|Q11862829,social sciences and humanities|academic discipline,,,Q23404|Q23498|Q841090|Q309|Q8162|Q179805|Q459381|Q5891|Q34187|Q2018526,anthropology|archaeology|classics|history|linguistics|political philosophy|literary theory|philosophy|religious studies|arts,963588,,sh85062913,001.3,300054136,00006195n,Humanities-FieldOfStudy,,
Q97929320,"humanities, arts and social sciences",Q4671286,academic major,,,Q80083|Q2018526|Q34749,humanities|arts|social science,,,,,,,,,
Q1130265,hydraulic engineering,Q77590,civil engineering,,,,,,4064700-6,sh85063305,627,300054489,00045350n,HydraulicEngineering,,
Q1130698,hydrobiology,Q420,biology,,,,,,,,,,,,,
Q912065,hydrochemistry,Q42250|Q161764,hydrology|geochemistry,,,,,1171592,4072678-2,sh85145539,,,,,,GB855|GB857.3
Q179509,hydrogeology,Q42250|Q1069,hydrology|geology,,,,,965077,4026307-1,sh85063439,551.49,300379576,,,,
Q182468,hydrography,Q8008|Q1071,Earth science|geography,,,,,,,sh85063443,551.46,300054549,,Hydrography,,
Q72358999,hydrologic engineering,Q11023,engineering,Q42250,hydrology,,,,,,,,,,,
Q17455059,hydrological prognosis,Q26493055,prognosis,,,,,,,,,,,,,
Q42250,hydrology,Q336,science,Q7150|Q1069|Q25261,ecology|geology|meteorology,Q2627395|Q182468|Q1366172|Q17455059|Q72358999,surface-water hydrology|hydrography|hydrometry|hydrological prognosis|hydrologic engineering,,4026309-5,sh85063460,551,300264404|300264403,00045395n,Hydrology,,
Q31191973,hydromechanics,Q172145,fluid mechanics,Q172145,fluid mechanics,,,,4026312-5,,,,,,,
Q1366172,hydrometry,,,Q42250,hydrology,,,,4498176-4,sh85063326,,,,,,
Q4138441,hymenopterology,Q39286,entomology,Q39286,entomology,,,,,,,,,,,
Q72867640,hypothetical event,Q1190554|Q18706315,occurrence|hypothetical entity,Q17737,theory,,,,,,,,,,,
Q131382012,ichneumonology,Q4138441,hymenopterology,,,,,,,,,,,,,
Q60242,ichthyology,Q18358830,vertebrate zoology,Q18358830,vertebrate zoology,,,966714,4161191-3,sh85064050,597,300251965,00045762n,Ichthyology,,
Q131841,idea,Q2145290,mental representation,Q9420|Q77468620,thought|psychological terminology,,,,,sh85064120,,,00045800n,Idea,,
Q16000119,igneous petrology,Q163082,petrology,Q112971034,igneous and metamorphic petrology,,,,,,,,,,,
Q122763702,illuminating engineering,Q11023,engineering,,,,,,,,,,,,,
Q21550668,illustration,Q911059,graphic arts,,,,,,,,741.6,300054200,,,,
Q126867967,immunoengineering,Q327092|Q3523861,biomedical engineering|molecular engineering,,,,,,,,,,,,,
Q106646336,immunogerontology,,,Q101929|Q10387,immunology|gerontology,,,,,,,,,,,
Q113533807,immunohematology,Q101929|Q103824,immunology|hematology,,,,,,,,,,,,,
Q101929,immunology,Q420|Q864601|Q123028,biology|biomedicine|pediatrics,,,Q1500332|Q106646336,psychoneuroimmunology|immunogerontology,,4026637-0|4072743-9,sh86002614,571.96,,,Immunology,,
Q28324931,incremental learning,Q2539,machine learning,,,,,,,,,,,,,
Q856215,indexed family,Q11348,function,,,,,,,,,,,,,
Q6027873,industrial engineering and operations research,Q11023,engineering,,,,,,,,,,,,,
Q60740481,industrial internet of things,Q251212,Internet of things,,,,,,,,,,,,,
Q187939,industrial manufacturing,Q8187769|Q739302|Q125811885|Q10861389,economic activity|economic production|processing|manufacturing industry,Q112117701|Q55639|Q10861389,section in classification of productive activities|secondary sector of the economy|manufacturing industry,Q540912|Q29584257|Q907703|Q607081|Q29584263|Q29584265|Q29584267|Q29584269|Q29584270|Q29584272|Q29584273|Q29584274|Q29584276|Q29584277|Q29584279|Q16676045|Q29584282|Q29584284|Q1957908|Q190117|Q29584289|Q1957814|Q29584291|Q29584293,"food industry|manufacture of beverages|tobacco industry|textile industry|manufacture of wearing apparel|manufacture of leather and related products|manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials|manufacture of paper and paper products|printing and reproduction of recorded media|manufacture of coke and refined petroleum products|manufacture of chemicals and chemical products|manufacture of basic pharmaceutical products and pharmaceutical preparations|manufacture of rubber and plastic products|manufacture of other non-metallic mineral products|manufacture of basic metals|manufacture of fabricated metal products, except machinery and equipment|manufacture of computer, electronic and optical products|manufacture of electrical equipment|manufacture of machinery and equipment|automotive industry|manufacture of other transport equipment|furniture construction|other manufacturing|repair and installation of machinery and equipment",,4127067-8,sh97001369,338.4767,300077527,00032594n,Manufacturing,,
Q130304836,industrial meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q1411783,industrial organization,,,Q39072,microeconomics,,,,4133311-1,sh85065909,338,,,IndustrialOrganization,,
Q1128980,industrial robot,Q11012,robot,,,,,,,,,,00691372n,IndustrialRobotics,,
Q28873772,inferential statistics,Q12483,statistics,Q12483,statistics,,,,4247120-5,,,,,,,
