qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc,flag_reason
Q69886737,psychiatric social work,,,Q205398,social work,,,,,sh85108376,,,,,,,
Q7867,psychiatry,Q11190|Q113129019|Q9418|Q131850943,medicine|clinical sciences|psychology|medicine of the nerves,,,Q1380905|Q2976167|Q1407263|Q1741745|Q1278031|Q256771|Q5933911|Q4681117|Q6857804|Q28402643|Q5263805|Q4313186|Q16592775,social psychiatry|cross-cultural psychiatry|forensic psychiatry|child and adolescent psychiatry|geriatric psychiatry|emergency psychiatry|consultation-liaison psychiatry|addiction psychiatry|military psychiatry|immuno-psychiatry|descriptive psychiatry|narcology|phenomenological psychiatry,,4047667-4,sh85108381,616.89,300054521,,Psychiatry,,,
Q11490637,psychical research,,,,,,,,,,,,,,,,
Q41630,psychoanalysis,Q7867|Q9418,psychiatry|psychology,,,Q7256338|Q3410022,psychoanalytic theory|child psychoanalysis,,4047689-3,sh85108411,150.195,300054450,,Psychoanalysis,,BF173-BF175.5|RC500-RC510,
Q2115942,psychobiology,Q9418|Q420,psychology|biology,,,,,,,,,,,,,,
Q1322052,psychodiagnostics,Q199906,clinical psychology,,,,,,4076411-4,sh85108427,616.89075,,,,,,
Q2279219,psychodynamic psychotherapy,Q183257,psychotherapy,,,,,,,,,,,PsychodynamicPsychotherapy,,,
Q764526,psychohistory,,,Q34749|Q41630,social science|psychoanalysis,,,,,sh85108430,,300054399,,,,,
Q179488,psycholinguistics,Q8162|Q9418,linguistics|psychology,,,,,,4127537-8,sh85108432,152.3842|401.9,300054253,,Psycholinguistics,,,
Q100937198,psycholinguistics of bilingualism,Q179488,psycholinguistics,,,,,,,,,,,,,,
Q2116028,psychological anthropology,Q23404|Q12572036|Q28598,anthropology|ethnopsychology|cultural anthropology,,,,,,4176225-3,,155.89|302,300054447,,PsychologicalAnthropology,,,
Q12183744,psychological counseling,Q4390239,counseling,,,,,,,,,,,,,,
Q107105866,psychological services,,,,,,,,,,,,,,,,
Q9418,psychology,Q1587903|Q843601|Q3919817,human science|health sciences|behavioral sciences,,,Q7782373|Q4376413|Q538904|Q1361345|Q199906|Q624758|Q16270338|Q490354|Q175002|Q271716|Q23373|Q3872|Q1515727|Q475042|Q1514684|Q632190|Q368498|Q2479662|Q1403186|Q476590|Q1064195|Q5442885|Q170912|Q1727025|Q2905785|Q11830699|Q1224394|Q161272|Q1596387|Q2386890|Q179488|Q7256416|Q1322052|Q506132,theoretical psychology|practical psychology|applied psychology|general psychology|clinical psychology|psychopathology|organizational psychology|engineering psychology|developmental psychology|personality psychology|cognitive psychology|neuropsychology|psychopharmacology|experimental psychology|gerontopsychology|sport psychology|psychology of religion|legal psychology|health psychology|music psychology|psychology of art|feminist psychology|sexology|chess psychology|cyberpsychology|gender psychology|differential psychology|social psychology|political psychology|psychology of money|psycholinguistics|psychology of dance|psychodiagnostics|psychometrics,1081447,4047704-6,sh85108459,150,300054446,00065026n,Psychology,,,
Q64814338,psychology and well-being,,,,,,,,,,,,,,,,
Q30904014,psychology of aging,Q113043917,applied and developmental psychology,,,,,,,,,,,,,,
Q1064195,psychology of art,Q9418,psychology,,,,,,,,,,,,,,
Q7256416,psychology of dance,Q1064195,psychology of art,,,,,,,,,,,,,,
Q2386890,psychology of money,,,,,,,,,,,,,,,,
Q368498,psychology of religion,Q538904|Q7311140|Q9418|Q9174,applied psychology|religion and health|psychology|religion,,,Q143210,religious experience,,4049418-4,sh85108485,200.19,300054304,,,,BF1-BF990|BL53-BL54,
Q64869242,"psychology, learning and communication",,,,,,,,,,,,,,,,
Q506132,psychometrics,Q9418,psychology,,,,,1081639,4176236-8,sh85108490,150.15195,,,Psychometrics,,RC473.P79,
Q1500332,psychoneuroimmunology,Q2492999|Q101929|Q3872|Q138301877,neuroimmunology|immunology|neuropsychology|psychoneuroimmunoendocrinology,,,,,1081655,4245519-4,sh86001417,616.079019|616.89079,,03696057n,,,,
Q129676870,psychonosology,Q845300|Q9418|Q7867,nosology|psychology|psychiatry,,,,,,,,,,,,,,
Q624758,psychopathology,Q9418,psychology,Q9418,psychology,,,,,sh85108479,616.89,,,Psychopathology,,,
Q2642975,psychopedagogy,Q7922|Q9418,pedagogy|psychology,,,,,,,,370.15,,,,,,
Q1515727,psychopharmacology,Q128406|Q2299606,pharmacology|psychiatric somatotherapy,,,,,1081659,4176249-6,sh85108498,615.78,,00065033n,Psychopharmacology,,,
Q183257,psychotherapy,Q179661,medical treatment,Q179661|Q9418,medical treatment|psychology,Q2279219|Q41630|Q828879|Q556014|Q1147152|Q928865|Q1416259|Q870449|Q1404521|Q837393,psychodynamic psychotherapy|psychoanalysis|gestalt therapy|existential therapy|cognitive behavioral therapy|art therapy|body psychotherapy|family therapy|feminist therapy|group psychotherapy,,4047746-0,sh85108516,616.8914,,00065042n,PsychologicalTherapy,,RC475-RC489.2,
Q1742975,psychotraumatology,Q9418|Q654426,psychology|psychological trauma,Q183257,psychotherapy,,,,,,,,,,,,
Q11830794,pteridology,Q441,botany,,,,,,,,,,,,,,
Q31728,public administration,Q11771944,civil service,Q7275|Q1200977,state|quaternary sector of the economy,Q294414|Q3754526|Q699386|Q12056862|Q1519782,public office|government administration|statutory corporation|state administration|public management,1081976,,sh85108611,350,300254069,03409596n,PublicAdministration,,,
Q55693887,public administration theory,Q9357091|Q2736989,political theory|science of public administration,,,,,,,,,,,,,,
Q111659099,public administrative law,,,Q31728|Q7748,public administration|law,,,,,,,,,,,,
Q52676286,public affairs,Q133080,public relations,,,Q546113|Q31728,public policy|public administration,,,,,,,,,,
Q61971571,public archaeology,Q23498,archaeology,,,,,,,,,300387245,,,,,
Q674530,public choice theory,Q17737,theory,,,,,,4043214-2,,,,,PublicChoiceTheory,,,
Q122827343,public communication,Q11024,communication,,,,,,,,,,,,,,
Q60761185,public criminology,,,,,,,,,,,,,,,,
Q2248246,public economics,,,Q8134,economics,,,,,,,,,,,,
Q7257735,public engagement,,,,,,,,,,,,,,,,
Q274490,public finance,Q10660901,general economics,,,Q47555|Q753291|Q187021|Q7163|Q319224,political economics|environmental economics|fiscal policy|politics|cargo,,4121273-3,sh85048270,336,,,PublicFinance,,,
Q189603,public health,Q843601|Q34749,health sciences|social science,,,,,1082238,4139640-6,sh85108638,362.1,300132827,03229529n,PublicHealth,,RA|RA421-RA790.95,
Q56453016,public health economics,Q8134|Q189603,economics|public health,,,,,,,,,,,,,,
Q7257747,public health informatics,Q870895,health informatics,,,,,,,,,,,,,,
Q122751959,public health microbiology,Q7193|Q189603,microbiology|public health,,,,,,,,,,,,,,
Q1502288,public health nutrition,Q189603|Q2602563|Q113129166,public health|human nutrition|nutrition and dietetics,,,,,,,,,,,,,,
Q29572498,public health policy,Q1519812,health policy,,,,,,,,,,,,,,
Q441989,public history,Q309,history,,,,,,7608229-5,sh85108672,907.2,,01888609n,,,,
Q7257903,public humanities,Q80083,humanities,,,,,,,,,,,,,,
Q59162667,public information,Q100451967,non-sensitive information,Q59162689,public information system,,,,,,,,,,,,
Q18345563,public interest law,Q7748,law,,,,,,,sh85108690,,,,,,,
Q6406743,public international law,Q4394526,international law,,,,,,,,,,,,,,
Q207892,public law,Q7748|Q15831440,law|political studies,,,Q2270062|Q171251|Q11206,political law|administrative law|constitutional law,,4043181-2,sh85108696,342,300054444,00065090n,,,,
Q1519782,public management,Q2920921,management,,,,,,,,,,,,,,
Q294414,public office,Q4164871,position,Q31728|Q11771944,public administration|civil service,,,,4456587-2,,,,,PublicOffice,,,
Q541936,public participation,Q1773152|Q137210792,participation (in decisions)|Concepts related to procedural justice,Q112970717,Public participation and community engagement,,,,4008767-0,,,,,,,,
Q106028892,public personnel management,,,Q1056396,human resource management,,,,,,,,,,,,
Q546113,public policy,Q1156854,policy,Q7188|Q7275|Q31728,government|state|public administration,Q181648|Q1805337|Q919526|Q904708|Q1667082|Q2516371|Q396198|Q7692619|Q1573035|Q1711347,foreign policy|energy policy|environmental policy|science policy|military policy|transport policy|agricultural policy|technology policy|domestic policy|cultural policy,,4182679-6,sh85056091,,300055507|300054445,,PublicPolicy,,,
Q111203987,public policy management,,,Q2920921,management,,,,,,,,,,,,
Q85710967,public policy studies,Q34749,social science,,,,,,,,,,,,,,
Q104707032,public policy studies,,,,,,,,,,,,,,,,
Q133080,public relations,Q478594|Q4115749,reputation management|business communication,Q11024,communication,Q2044536|Q59162667,public relations research|public information,,4043188-5,sh85108753,659,300054685,00063983n,PublicRelationsActivity,,HM1221,
Q2044536,public relations research,,,Q133080,public relations,,,,,,,,,,,,
Q107471270,public sector management,Q3754526|Q113146439,"government administration|strategy, management and organisational behaviour",,,,,,,,,,,,,,
Q294240,public security,Q2526135,security,,,,,,4127888-4,sh2008002399,363.1,,,PublicSafetyControl,,,
Q4353946,public sociology,Q21201,sociology,,,,,,,sh98003718,,,,,,,
Q18342738,public speaking,Q17584038|Q1914636,oral media|activity,,,Q861911,oration,,,sh85108814,,300260080,,PublicSpeaking,,PN4001-PN4355,
Q201339,public-key cryptography,Q976521,cryptosystem,,,,,,4209133-0,sh00004804,005.82,,01764518n,PublicKeyCryptography,,,
Q15938550,publication by electronic means,Q3972943|Q269415,publishing|digital distribution,,,,,,4514269-5,,,,,,,,
Q3972943,publishing,Q1914636|Q11024|Q80083,activity|communication|humanities,,,,,1083463,4187925-9,sh85108871,002|801.959,300054686,00065108n,Publishing,,,
Q10896657,publishing,,,,,,,,,,,,,,,,
Q86430648,publishing history,Q50636|Q257933,media history|history of printing,,,,,,,,,,,,,,
Q203337,pulmonology,Q11180|Q123028,internal medicine|pediatrics,Q11180,internal medicine,Q2624918,phthisiology,,4122323-8,,,,,Pulmonology,,,
Q837863,pure mathematics,Q395|Q964754,mathematics|basic research,,,,,,,,,,,PureMathematics,,,
Q273822,quadrivium,Q5341296,educational program,Q189329,liberal arts education,Q333|Q11205|Q8087|Q638,astronomy|arithmetic|geometry|music,,4176574-6,,,300054583,,,,,
Q185957,quality,Q1207505,quality,,,,,,,sh00006909,,300179462,,,,,
Q757012,quality management,Q2920921,management,,,,,,4219057-5,,,,00853232n,,,,
Q120969783,quality metrics,,,,,,,,,,,,,,,,
Q48968323,quantitative biology,,,,,,,,,,,,,,,,
Q7268922,quantitative comparative linguistics,Q878226|Q190375,comparative linguistics|historical linguistics,,,,,,,,,,,,,,
Q7268923,quantitative ecology,Q7150|Q12483|Q395,ecology|statistics|mathematics,,,,,,,,,,,,,,
Q730675,quantitative research,Q2155640,empirical research,Q1193625,social science methodology,Q951437|Q380344,level of measurement|descriptive statistics,,,sh2007000909,,300225771,03110484n,,,,
Q110245393,quantity surveying,Q816425,surveying,,,,,,,,,,,,,,
Q113303619,quantum combinatorial design,Q5150824|Q17995793,combinatorial design|quantum computing,,,,,,,,,,,,,,
Q17995793,quantum computing,Q12525525,computation,,,,,,,sh2014002839,,,,,,,
Q471906,quantum cryptography,,,Q8789,cryptography,,,,,,,,,QuantumCryptography,,,
Q107646240,quantum engineering,Q11023,engineering,,,,,,,,,,,,,,
Q64800769,quantum technology,,,,,,,,,,,,,,,,
Q136186248,queer cartography,Q124377615,web cartography,,,,,,,,,,,,,,
Q136190726,queer geography,Q1071,geography,,,,,,,,,,,,,,
Q110257133,queer musicology,Q164204,musicology,,,,,,,sh2021005718,,,,,,ML3797.4,
Q98929208,queer studies,Q34749|Q1143546|Q17884,social science|cultural studies|LGBTQ,Q1662673,gender studies,,,939054,,sh95001341,,,,,,,
Q658022,queer theory,Q301751|Q1791882,critical sociology|culture theory,Q1662673,gender studies,,,1739572,7628620-4,sh2006001835,306.76601,,,,,,
Q120910066,query answering,,,,,,,,,,,,,,,,
Q1755260,questioned document examination,,,,,,,,4180010-2,sh85148639,,,,,,,
Q21583222,rabbinic studies,,,,,,,,,,,,,,,,
Q7278933,race and crime,Q7278944|Q161733,race and society|criminology,,,,,,,sh97006302,,,,,,,
Q7278944,race and society,,,,,,,,,,,,,,,,
Q65281066,raciology,Q27172|Q7162,biological anthropology|genetics,,,,,,,,,,,,,,
Q12717855,radar meteorology,Q25508248,radio meteorology,,,,,,,,,,,,,,
Q80959271,radio and television,,,,,,,,,,,,,,,,
Q4306,radio astronomy,Q818557,observational astronomy,,,,,1087196,4048200-5,sh85110440,522.682,,,,,,
Q137669714,radio cosmology,Q4306|Q338,radio astronomy|cosmology,,,,,,,,,,,,,,
Q118793198,radio engineering,Q2176252,broadcast engineering,,,,,,,,,,,,,,
Q25508248,radio meteorology,Q25261,meteorology,,,,,,,,,,,,,,
Q1363977,radio-frequency engineering,,,Q126095,electronic engineering,,,,,,,,,,,,
Q690200,radiobiology,Q420,biology,,,,,,4057819-7,sh85110669,571.45|612.01448,,,,,,
Q128303932,radiochronometry,,,,,,,,,,,,,,,,
Q77604,radiology,Q177719|Q11190,medical diagnosis|medicine,Q11190,medicine,Q426449,interventional radiology,,4048213-3,sh85110774,616.0757,300229401,00065946n,,,,
Q247760,radiometry,Q1924397,measurement technique,,,,,,4048219-4,,,300379921,,Radiometry,,,
Q4260703,railway engineering,Q775325,transportation engineering,Q775325,transportation engineering,,,,4151498-1,sh85110872,,,,RailwayEngineering,,,
Q105441712,rainforest ecology,Q2249329|Q7150,forest ecology|ecology,,,,,1089445,,sh85111192,,,,,,QH541.5.R27|QK938.R34,
Q856741,random walk,Q176737,stochastic process,,,,,,,sh85111357,519.282,,,,,,
Q877637,rangaku,Q1987969,Dutch studies,,,Q11625254,Rampō,,,,,,,Rangaku,,,
Q24965354,rangeland management,Q3743137|Q5333882,natural resource management|ecosystem management,,,,,1089831,,sh85111362,,,,RangeManagement,,,
Q14777816,rational design,,,Q731154|Q4915151,chemical biology|biomolecular engineering,,,,,,,,,,,,
Q113787262,reactor physics,Q81197,nuclear physics,,,,,,,,621.039.51,,,,,,
Q1479773,reader-response criticism,Q58854,literary criticism,,,Q3067311,reception aesthetics,,4129895-0,sh85111643,801|701.17,,03095129n,,,,
Q1417815,reading education,Q8434|Q975085,education|primary education,Q112977070,English and literacy curriculum and pedagogy,,,,4299805-0,,,,,,,,
Q109569975,reading experience,Q164359,experience,,,,,,,,,,,,,,
Q135179633,reading psychology,Q9418,psychology,,,,,,,,,,,,,,
Q854531,real analysis,Q7754,mathematical analysis,,,,,,,,,,02004221n,,,,
Q1660119,real estate economics,Q8134,economics,Q150737,architectural engineering,,,,,,333.33,,00525070n,RealEstateEconomics,,,
Q1660132,real estate industry,Q2588161,housing industry,,,,,,4113997-5,,,,,,,,
Q58081477,real estate management,Q1618728|Q1660132,property management|real estate industry,,,,,,4113859-4,,333.5068,,,,,,
Q7301272,reality mining,,,,,,,,,,,,,,,,
Q18733,recall,Q781413|Q282250,cognitive process|qualia,Q492,memory,Q4677578,active recall,,,,,,,,,,
Q3067311,reception aesthetics,Q1479773|Q208217,reader-response criticism|literary studies,,,,,,,,,,,,,,
Q85796278,reconfiguration,,,Q2878974,theoretical computer science,,,,,,,,,,,,
Q13557414,recording,Q119822504,technical activity,,,,,,,,,300077610,,RecordingOfWaveIBT,,,
Q899277,recruitment,Q451967|Q7406919|Q96754350,intentional human activity|service|seeking,Q1056396,human resource management,Q3491920|Q7439057|Q850171,sourcing|screening resumes|job interview,909181,4121462-6,sh85111997,,300111588,,RecruitingActivity,,HF5549.5.R44,
Q120969796,recursive queries,,,,,,,,,,,,,,,,
Q132580,recycling,Q37305821|Q832237|Q10843872,waste management process|environmental protection|process,Q180388|Q497743|Q557542|Q5413422|Q8148,waste management|circular economy|aquaponics|European waste hierarchy|industrial sector,,,,4076573-8,sh85112020|sh85112019,628.4458|363.7282,300191243,00066628n,Recycling,,Technology--Environmental technology. Sanitary engineering--Municipal refuse. Solid wastes--Recycling,
Q7306175,redology,,,,,,,,,,,,,,,,
Q104376784,reef ecology,Q4530312,marine ecology,,,,,1092349,,sh91003021,,,,,,,
Q815818,reforestation,Q628403|Q372561|Q47572,conservation|forest management|sustainable forest management,Q720362,silviculture,,,,4003516-5,sh85112223,333.75153,,,Reforestation,,,
Q64814348,refugee integration,,,,,,,,,,,,,,,,
Q1061415,regenerative medicine,Q864601,biomedicine,,,,,,7652075-4,sh2008001685,,,,,,,
Q113066891,regional analysis and development,Q64808211,urban and regional planning,,,,,,,,,,,,,,
Q482379,regional development,,,,,,,,4076605-6,,,,,,,,
Q1328737,regional economics,Q8134,economics,Q112971079,Urban and regional economics,,,,,,,,,,,,
Q817121,regional geography,Q12831143,human geography,,,,,,,sh85077922,,,,,,,
Q1802210,regional history,Q1066186|Q17524420,study of history|aspect of history,,,,,,4166546-6,,,,,,,,
Q689022,regional planning,Q11420665|Q627436,urban studies and planning|field of work,Q64808211,urban and regional planning,,,,4049040-3,sh85112367,307.12,,,,,,
Q1781695,regional science,Q34749,social science,,,,,,4177424-3,,711.3,,,,,,
Q1114135,register of persons,Q19386377,register,,,,,,,,,,,,,,
Q113098209,regolith and landscape evolution,Q113098245,physical geography and environmental geoscience,Q113098300,geomorphology and regolith and landscape evolution,,,,,,,,,,,,
Q428148,regulation,Q3249551,process,Q7163,politics,Q122143846,public policy failure,,,,348,300027842,00059436n,Regulation,,,
Q2142602,rehabilitation,Q1914636|Q3151544,activity|social and professional integration,,,,,,4128233-4,sh85112411,,,,,,,
Q99485422,rehabilitation science,Q336,science,,,,,,,,,,,,,,
Q830687,reinforcement learning,Q2539,machine learning,Q2539,machine learning,,,,4825546-4,sh92000704,006.31,,03511335n,,,Q325.6,
Q930933,relation,Q937228,property,,,,,,,,,,,Relation,,,
Q7310755,relationship extraction,Q676880,text mining,,,,,,,,,,,,,,
Q2193887,reliability engineering,Q682496,systems engineering,,,,,,4145063-2,,,,,ReliabilityEngineering,,,
Q9174,religion,Q5390013|Q49447|Q136485030,belief system|world view|non-rational belief system,Q17097785,magic and religion,Q111133779,list of saints,1093763,4049396-9,sh85112549|sh2002007663,200,300054300,00032768n,Religion,,,
Q111699084,religion and film studies,,,Q1660187|Q34187,film studies|religious studies,,,,,,,,,,,,
Q614221,religion and geography,Q12831143|Q34187,human geography|religious studies,,,,,,4049403-2,sh85112568,,,,,,,
Q14254438,religious ethics,Q9465,ethics,,,,,,,sh85112567,,300054312,,ReligiousEthics,,BJ47|BJ1188-BJ1295,
Q4392985,religious identity,Q844569,identity,,,,,,,,,,,ReligiousIdentity,,,
Q670732,religious law,Q7748,law,,,Q76994618,religious laws,,4030746-3,,,,,,,,
Q76994618,religious laws,Q105210,universal law,Q670732,religious law,,,,,,,,,,,,
