qid,label,master_id,master_id_type,master_label,source,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q132116,folkloristics,sh85050150,lcsh_id,folkloristics,discipline,Q28598,cultural anthropology,,,,,,4329183-1,sh85050150,398.092,300055920,,,,
Q910172,food chemistry,sh85050191,lcsh_id,food chemistry,discipline,Q2329|Q1637030,chemistry|food science,,,,,,4034873-8,sh85050191,664.07,,,FoodChemistry,,
Q1637030,food science,sh2018000786,lcsh_id,food science,discipline,Q336|Q83588|Q123518019,science|chemical engineering|food and nutritional science,Q420|Q2329|Q21201|Q123518019,biology|chemistry|sociology|food and nutritional science,,,,4167048-6,sh2018000786,,,15882239n,,,
Q1039642,food technology,664,ddc,food technology,major,,,,,,,,4034901-9,,664,,,,,
Q181648,foreign policy,sh85050519,lcsh_id,foreign policy,discipline,Q546113|Q1914636,public policy|activity,Q7163|Q610018,politics|foreign relations,Q572564|Q2827815|Q1667082|Q1456887|Q1456907,commercial policy|international aid|military policy|policy of peace|Q1456907,1907412,4003846-4,sh85050519,,,,,,
Q28065,forensic anthropology,sh85050537,lcsh_id,forensic anthropology,discipline,Q495304|Q23404,forensic science|anthropology,,,,,,,sh85050537,614.17,,,ForensicAnthropology,,
Q108570409,forensic forestry,sh2021003625,lcsh_id,forensic forestry,discipline,Q495304|Q38112,forensic science|forestry,,,,,,,sh2021003625,,,,,,
Q495304,forensic science,sh90001487,lcsh_id,forensic science,discipline,Q336,science,,,Q456443|Q454812,forensic technique|medical jurisprudence,932011,1199322490,sh90001487,363.25|614.1,300263373,,ForensicScience,,
Q456443,forensic technique,4134284-7,gnd_id,forensic technique,discipline,Q2695280,technique,Q495304|Q43504,forensic science|criminalistics,,,,4134284-7,,,,,,,
Q15629466,forest conservation,sh85050567,lcsh_id,forest conservation,discipline,Q20113959,nature conservation,,,,,932069,,sh85050567,,,,,,
Q2249329,forest ecology,sh85050575,lcsh_id,forest ecology,discipline,Q7150|Q19924411,ecology|forestry science,,,,,932104,4017951-5,sh85050575,577.3,,,ForestEcology,,
Q105552831,forest hydrology,sh85063461,lcsh_id,forest hydrology,discipline,Q42250|Q19924411,hydrology|forestry science,,,,,1715752|965190,4393598-9,sh85063461,,,,,,GB842
Q372561,forest management,300379283,aat_id,forest management,discipline,Q720362|Q3743137|Q29017603,silviculture|natural resource management|control,Q38112,forestry,,,,,,,300379283,,ForestManagement,,
Q1895303,forester,4329718-3,gnd_id,forester,discipline,Q12335817,forestry worker,,,,,,4329718-3|4874351-3|4423814-9|4874352-5,,,300025609,,Forester,,
Q38112,forestry,sh85050707,lcsh_id,forestry,discipline,Q1801887|Q11023,agriculture and forestry|engineering,Q55640|Q1801887,primary sector of the economy|agriculture and forestry,Q720362,silviculture,,4017966-7,sh85050707,634.9,300054511,00035877n,Forestry,,SD1-SD669.5
Q19924411,forestry science,sh88003739,lcsh_id,forestry science,discipline,Q173113|Q28797|Q110231626|Q3606845|Q16021386|Q372561,"agronomy|applied science|agricultural, veterinary and food sciences|agricultural science|forestry engineer|forest management",,,,,,4155069-9,sh88003739,,,,,,
Q192161,formal language,sh85050802,lcsh_id,formal language,discipline,Q649732,formal system,,,,,,4017848-1,sh85050802,511.3,,00213650n,FormalLanguage,,
Q3306816,freshwater biology,sh85051943,lcsh_id,freshwater biology,discipline,Q5728861|Q1130698|Q165838,aquatic biology|hydrobiology|limnology,,,,,,,sh85051943,,,,,,
Q20417087,freshwater ecology,sh85051944,lcsh_id,freshwater ecology,discipline,Q104196941,aquatic ecology,,,,,935020,,sh85051944,,,,FreshwaterEcology,,QH541.5.F7
Q1458465,fruticulture,sh85052162,lcsh_id,fruticulture,discipline,Q127213|Q124946|Q488798,arboriculture|gardening|cultivation,,,,,,4043051-0,sh85052162,634,,,,,
Q190549,functional analysis,sh85052312,lcsh_id,functional analysis,discipline,Q1936384|Q837863,branch of mathematics|pure mathematics,Q7754,mathematical analysis,Q1892554,operator algebra,936061,4018916-8,sh85052312,515.7,300380275,,,,
Q1004343,fundamental theology,sh85006028,lcsh_id,fundamental theology,major,,,,,,,,4018877-2,sh85006028,230.01,,,,,
Q111679581,fungal physiology,sh85052453,lcsh_id,fungal physiology,discipline,Q7175|Q521,mycology|physiology,,,,,936333,,sh85052453,,,,,,QK601
Q1957816,furniture design,300435227,aat_id,furniture design,major,,,,,,,,,,,300435227,,,,
Q1995140,galaxy formation and evolution,sh94008658,lcsh_id,galaxy formation and evolution,major,,,,,,,,,sh94008658|sh85052765,,,,,,
Q1144718,gas kinetics,sh85053291,lcsh_id,gas kinetics,major,,,,,,,,4019339-1,sh85053291,533.2,,,,,
Q120569,gastroenterology,sh85053479,lcsh_id,gastroenterology,discipline,Q843601,health sciences,Q11180,internal medicine,,,,4121313-0,sh85053479,616.33,,00037467n,Gastroenterology,,
Q83437,gemstone,sh85053712,lcsh_id,gemstone,major,,,,,,,,4052949-6,sh85053712,553.8,300201964,,,,
Q1517835,gender history,4547810-7,gnd_id,gender history,major,,,,,,,,4547810-7,,,,,,,
Q1662673,gender studies,4482930-9,gnd_id,gender studies,discipline,Q1143546|Q21201,cultural studies|sociology,Q1143546,cultural studies,Q637003|Q35069|Q12908504|Q98929208|Q17014367,gender archaeology|women's studies|men's studies|queer studies|transgender studies,,4482930-9,,,,03410936n,GenderStudies,,
Q10660901,general economics,4078943-3,gnd_id,general economics,major,,,,,,,,4078943-3,,,,,,,
Q1361345,general psychology,4141943-1,gnd_id,general psychology,discipline,Q9418,psychology,,,,,,4141943-1,,,,,,,
Q1124169,genetic counseling,sh85053853,lcsh_id,genetic counseling,discipline,Q4390239,counseling,,,,,,,sh85053853,,,,,,RB155.7
Q7162,genetics,sh85053877,lcsh_id,genetics,discipline,Q420,biology,Q420,biology,,,,4071711-2,sh85053877,576.5,300138822,00037702n,Genetics,,
Q222046,genomics,sh2002000809,lcsh_id,genomics,discipline,Q7162|Q177005|Q158666,genetics|computational biology|omics,Q112939581,Genomics and transcriptomics,,,,,sh2002000809,,,,Genomics,,
Q161764,geochemistry,sh85053960,lcsh_id,geochemistry,discipline,Q2329|Q8008,chemistry|Earth science,,,,,,4020198-3,sh85053960,551.9,300054543,00040151n,Geochemistry,,
Q213891,geochronology,4020199-5,gnd_id,geochronology,discipline,Q130788,chronology,Q1069,geology,,,,4020199-5,,,,00025352n,Geochronology,,
Q131089,geodesy,sh85053969,lcsh_id,geodesy,discipline,Q8008,Earth science,Q8008,Earth science,,,,4020202-1,sh85053969,526.1,300054544,00040155n,Geodesy,,
Q751404,geodetic astronomy,4139787-3,gnd_id,geodetic astronomy,major,,,,,,,,4139787-3,,,,,,,
Q1265151,geoecology,4137703-5,gnd_id,geoecology,major,,,,,,,,4137703-5,,,,,,,
Q483130,geographic information system,sh2003007733,lcsh_id,geographic information system,discipline,Q166142|Q121182|Q2695280,application|information system|technique,,,,,1752691|940423,4261642-6,sh2003007733|sh90001880,910.285,300263887,00396333n,GeographicInformationSystem,,G70.212-G70.217
Q1071,geography,sh00005919,lcsh_id,geography,discipline,Q8008|Q336,Earth science|science,,,Q135995350,evolutionary geography,,4020216-1,sh00005919,372.892|910|372.891,300054388,00040163n,Geography,,
Q918779,geoinformatics,sh2015002292,lcsh_id,geoinformatics,major,,,,,,,1930737,7571300-7,sh2015002292,,,,,,
Q1069,geology,sh85054037,lcsh_id,geology,discipline,Q7991|Q8008,natural science|Earth science,,,,,940627,4020227-6,sh85054037,551|550,300054546,00040170n,Geology,,
Q1648514,geology of the Moon,sh85078856,lcsh_id,geology of the Moon,discipline,Q126181255|Q751439,selenology|planetary geology,,,,,,,sh85078856,,,,,,
Q8087,geometry,sh85054133,lcsh_id,geometry,discipline,Q395,mathematics,Q395,mathematics,,,,4020236-7,sh85054133,516,300054529,00040181n,Geometry,,QA440-QA699
Q52109,geomorphology,sh85054165,lcsh_id,geomorphology,discipline,Q52107|Q11862829,physical geography|academic discipline,Q113098300,geomorphology and regolith and landscape evolution,Q83296,lithosphere,940955,4130684-3,sh85054165,551.41,300054547,00040183n,Geomorphology,,
Q46255,geophysics,sh85054185,lcsh_id,geophysics,discipline,Q413|Q104499,physics|planetary science,Q8008,Earth science,,,,4020252-5,sh85054185,550,300264406|300054548,,Geophysics,,
Q159385,geopolitics,sh85054192,lcsh_id,geopolitics,major,,,,,,,,4156741-9,sh85054192,320.12,300255147,,,,JC319
Q127993,geothermal energy,sh85054271,lcsh_id,geothermal energy,major,,,,,,,,4020285-9,sh85054271,333.88,300055221,,,,
Q828879,gestalt therapy,sh85054724,lcsh_id,gestalt therapy,discipline,Q183257|Q272021,psychotherapy|Gestalt psychology,,,,,,4020726-2,sh85054724,616.89143,,,,,
Q52120,glaciology,sh85055077,lcsh_id,glaciology,major,,,,,,,942986,4205614-7,sh85055077,551.31,,,,,
Q17017346,global analysis,sh85055284,lcsh_id,global analysis,discipline,Q7754,mathematical analysis,,,,,,,sh85055284,,,,,,
Q2725393,global health,sh85148199,lcsh_id,global health,discipline,Q189603,public health,,,,,1181338,1262928265,sh85148199,,,,GlobalHealth,,RA441
Q7181,globalization,sh99010179,lcsh_id,globalization,major,,,,,,,,4557997-0,sh99010179,303.4|337,300379578,,,,JZ1317.5-JZ1324
Q28877,goods,338.02,ddc,goods,discipline,Q2897903,goods and services,,,,,,4139397-1,,338.02,,00021045n,,,
Q157499,goodwill,sh85055892,lcsh_id,goodwill,discipline,Q2823610,financial asset,,,,,,,sh85055892,338.71,,,,,
Q7188,government,sh00005941,lcsh_id,government,major,,,,,,,,4049012-9,sh00005941,321,300055499|300386741,,,,
Q20665717,government procurement,sh85056099,lcsh_id,government procurement,major,,,,,,,,,sh85056099,,,,,,
Q8091,grammar,sh85056259,lcsh_id,grammar,discipline,Q367293|Q8162,convention|linguistics,Q8162,linguistics,,,,4021806-5,sh85056259,415,300263250|300252962,00041302n,Grammar,,
Q131476,graph theory,sh85056471,lcsh_id,graph theory,discipline,Q17737|Q395,theory|mathematics,Q121416|Q21198|Q76592,discrete mathematics|computer science|combinatorics,Q1192971,network theory,,4113782-6,sh85056471,511.5,,00397107n,GraphTheory,,QA166-QA166.249
Q911059,graphic arts,300264849,aat_id,graphic arts,discipline,Q1914636|Q3249551,activity|process,,,,,,,,,300264849,,,,
Q185925,graphic design,760,ddc,graphic design,major,,,,,,,,,,760,300054181,,,,
Q1027879,graphics,sh85056474,lcsh_id,graphics,major,,,,,,,,4021845-4,sh85056474,,,,,,
Q16887380,group,300404444,aat_id,group,discipline,Q28813620,set,,,Q35120|Q36809769|Q36808958,entity|member of a group|element of set,,,,,300404444|300241507,,Group,,
Q837393,group psychotherapy,sh85057493,lcsh_id,group psychotherapy,discipline,Q183257,psychotherapy,,,,,948490,4072158-9,sh85057493,616.89152,,,GroupPsychotherapy,,
Q1221899,gynaecology,sh85058092,lcsh_id,gynaecology,major,,,,,,,949684,4018225-3,sh85058092,618,,,,,
Q3481436,habitat conservation,sh91001894,lcsh_id,habitat conservation,discipline,Q2001056|Q20113959,land management|nature conservation,,,,,950055,,sh91001894,,,,,,
Q234343,hadith,sh85058192,lcsh_id,hadith,major,,,,,,,950112,1153832267,sh85058192,,,,,,KBP450
Q876215,harmonic analysis,sh85058939,lcsh_id,harmonic analysis,discipline,Q1988917,data analysis,Q4464|Q7754,advanced mathematics|mathematical analysis,,,951490,4023453-8,sh85058939,515.2433,,,,,
Q12147,health,sh85059518,lcsh_id,health,discipline,Q7189713|Q16681739|Q19829125,physiological condition|normality|absence,,,,,952743,4020754-7,sh85059518,610,300055133,,HealthState,,
Q1137608,health administration,sh85059600,lcsh_id,health administration,major,,,,,,,,,sh85059600,,,,,,
Q31207,health care,sh00005607,lcsh_id,health care,discipline,Q7406919|Q2421951,service|care,Q11000047|Q55638,health system|tertiary sector of the economy,,,,,sh00005607|sh85082871,362.1,,00043361n,HealthCare,,
Q31218,health economics,sh85082915,lcsh_id,health economics,discipline,Q8134,economics,,,Q1567856|Q1420413,pharmacoeconomics|health technology assessment,,4130935-2,sh85082915,338.473621,,02013065n,HealthEconomics,,RA410-RA410.9
Q870895,health informatics,sh89005069,lcsh_id,health informatics,discipline,Q21198|Q11190,computer science|medicine,Q113168608,health informatics and information systems research,,,1014175,4038261-8,sh89005069,610.285,,,,,
Q1519812,health policy,sh85083002,lcsh_id,health policy,discipline,Q546113|Q843601,public policy|health sciences,Q7163|Q11000047,politics|health system,Q11900327|Q29572498,disability policy|public health policy,,4113743-7,sh85083002,,,,HealthPolicy,,
Q1403186,health psychology,sh86007745,lcsh_id,health psychology,discipline,Q9418|Q113212893,psychology|clinical and health psychology,Q113212893,clinical and health psychology,,,,,sh86007745,,,,,,
Q843601,health sciences,610,ddc,health sciences,discipline,Q28797|Q864928,applied science|life sciences,,,,,,4249464-3,,610,300054515,,,,
Q160289,hearing,sh85009496,lcsh_id,hearing,discipline,Q160402|Q14908172,perception|sensory perception of mechanical stimulus,Q1051623|Q569965,five wits|audiology,Q11461,sound,,4125741-8,sh85009496,155.422215|152.15,300055139,00007120n,Hearing,,
Q1798773,"heating, ventilation, and air conditioning",697,ddc,"heating, ventilation, and air conditioning",major,,,,,,,,4031177-6,,697,,,,,
Q1976068,helminthology,sh85060075,lcsh_id,helminthology,discipline,Q180502|Q124650805,parasitology|vermeology,Q180502|Q12744095,parasitology|invertebrate zoology,,,954805,4122195-3,sh85060075,592.3|616.962|632.623|636.0896962,,01499584n,,,
Q5710255,helping behavior,sh85060103,lcsh_id,helping behavior,discipline,Q3769299|Q2990613,human behavior|prosocial behavior,Q223642,interpersonal relationship,,,954850,4024289-4,sh85060103,,,,,,
Q103824,hematology,sh85060130,lcsh_id,hematology,discipline,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,Q11180|Q113129005,internal medicine|cardiovascular medicine and haematology,,,,4022796-0,sh85060130,616.15,,,Hematology,,
Q5712543,hemorheology,sh88007874,lcsh_id,hemorheology,major,,,,,,,,4123326-8,sh88007874,,,,,,
Q861699,herbalism,636.0895321,ddc,herbalism,major,,,,,,,,4774268-9,,636.0895321|615.53|615.321,,,,,
Q174416,herpetology,sh85060464,lcsh_id,herpetology,discipline,Q18358830,vertebrate zoology,,,Q4869597|Q9307400,batrachology|reptiliology,955655,4159629-8,sh85060464,597.9,300379433,00043884n,,,
Q1109432,hispanism,sh85126190,lcsh_id,hispanism,major,,,,,,,,,sh85126190,,,,,,
Q7168,histology,sh85061084,lcsh_id,histology,discipline,Q420|Q514,biology|anatomy,,,,,,4025092-1,sh85061084,611,300379445,,Histology,,
Q201788,historian,sh85061091,lcsh_id,historian,major,,,,,,,957686,4025098-2|4333423-4|4155430-9|7538693-8,sh85061091,907.202,300025539,,,,
Q914856,historic preservation,sh92002913,lcsh_id,historic preservation,major,,,,,,,957821,4011455-7,sh92002913,,300054166,,,,
Q47491145,historical phonology,sh2002006230,lcsh_id,historical phonology,major,,,,,,,,,sh2002006230,,,,,,
Q657069,historical reenactment,300265214,aat_id,historical reenactment,discipline,Q1914636|Q386724|Q132241|Q47728,activity|work|festival|hobby,,,,,,,,,300265214,,HistoricalReenactment,,
Q1344860,historically informed performance,sh2020008754,lcsh_id,historically informed performance,discipline,Q6942562|Q657069,musical performance|historical reenactment,,,,,,4197967-9,sh2020008754,,,,,,
Q50675,historiography,sh85061211,lcsh_id,historiography,major,,,,,,,958221,4020531-9,sh85061211|sh00006046,907.2,300055926,,,,D13-D15
Q309,history,sh85061212,lcsh_id,history,discipline,Q4330518|Q5067949|Q1190554|Q11862829,object of study|chain of events|occurrence|academic discipline,,,,,958235,4020517-4,sh85061212|sh99005024,900,,,History-FieldOfStudy,,D
Q235329,history of Christianity,BR140-BR1510,lcc,history of Christianity,major,,,,,,,,4030720-7,,,,,,,BR140-BR1510
Q28926,history of Iran,sh85067895,lcsh_id,history of Iran,major,,,,,,,,,sh85067895,955,,,,,
Q642379,history of Islam,sh87000556,lcsh_id,history of Islam,major,,,,,,,,,sh87000556,,,,,,
Q556079,history of Palestine,sh85097166,lcsh_id,history of Palestine,major,,,,,,,,,sh85097166,900|933,,,,,
Q50641,history of art,7503709-9,gnd_id,history of art,major,,,,,,,,7503709-9,,,,,,,
Q107478,history of film,sh87002438,lcsh_id,history of film,major,,,,,,,,,sh87002438,,,,,,
Q570018,history of ideas,sh85067166,lcsh_id,history of ideas,major,,,,,,,,4138031-9,sh85067166,001.09,,,,,
Q6497044,history of literature,sh85077519,lcsh_id,history of literature,major,,,,,,,,7503748-8,sh85077519,809,300174173,,,,
Q27654,history of philosophy,109,ddc,history of philosophy,major,,,,,,,,,,109,,,,,
Q846742,history of religions,sh85112553,lcsh_id,history of religions,discipline,Q1066186,study of history,,,,,,,sh85112553,,300054309,,,,
Q201486,history of science,509,ddc,history of science,discipline,Q1066186|Q309,study of history|history,Q1066186,study of history,,,,7504427-4,,509,,00646963n,HistoryOfScience,,
Q51615,history of the Middle East,sh85090506,lcsh_id,history of the Middle East,major,,,,,,,,,sh85090506,956,,,,,
Q47728,hobby,sh85061308,lcsh_id,hobby,discipline,Q184872|Q12737077,recreation|occupation,,,,,,4025175-5,sh85061308,306.487|790.13,,,Hobby,,GV1201.5
Q425694,home economics,sh85061673,lcsh_id,home economics,major,,,,,,,,4159290-6,sh85061673,640,300054406,,,,
Q1362274,hominization,sh85062868,lcsh_id,hominization,discipline,,,Q83944,human evolution,,,,4072613-7,sh85062868,,,,,,
Q83944,human evolution,sh85062868,lcsh_id,hominization,discipline,Q1063|Q7206,evolution|paleoanthropology,,,Q1362274|Q7102480,hominization|origin of modern humans,963030,,sh85062868,,,00151142n,HumanEvolution,,GN281-GN289
Q33487,homophobia,sh88006552,lcsh_id,homophobia,major,,,,,,,959727,,sh88006552,306.766,,,,,
Q48803,horticulture,sh85062204,lcsh_id,horticulture,major,,,,,,,,4019294-5,sh85062204,635,300054512,,,,
Q64809639,hotel management,sh85062482,lcsh_id,hotel management,major,,,,,,,,,sh85062482,,,,,,
Q3769299,human behavior,sh85062839,lcsh_id,human behavior,discipline,Q9332,behavior,Q11042,culture,Q4026292,action,962811,,sh85062839,,300055168,15746231n,HumanBehavior,,
Q339557,human biology,sh85062843,lcsh_id,human biology,discipline,Q420|Q23404,biology|anthropology,,,,,962865,4160775-2,sh85062843,599.9,,03145534n,HumanBiology,,
Q720858,human ecology,sh85062856,lcsh_id,human ecology,discipline,Q7150,ecology,Q7150,ecology,,,,4026152-9,sh85062856,,300180724,,,,
