cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels
52.0211,Project Management.,52,02,11,6-digit,Q179012,project management,"the practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time",Q1047113,,Q185698,,Q603948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0212,Retail Management.,52,02,12,6-digit,Q57416364,retail management,,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0302,Accounting Technology/Technician and Bookkeeping.,52,03,02,6-digit,Q108276336,Accounting technology,trade publication,Q685935,,,,,,,,,,Q4116214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0303,Auditing.,52,03,03,6-digit,Q181487,audit,"systematic and independent examination of books, accounts, documents and vouchers of an organization",Q11862829,,Q1379672,,Q189447,,,,,,,,,,,,,,,,Q867541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0402,Executive Assistant/Executive Secretary.,52,04,02,6-digit,Q3285166,management assistant,occupation,Q28640,,Q80687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0406,Receptionist.,52,04,06,6-digit,Q1722406,receptionist,profession,Q28640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",52,04,10,6-digit,Q1572846,Traffic,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q828130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0806,International Finance.,52,08,06,6-digit,Q2048185,international finance,financial services between nations,Q11862829,,Q2294553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0808,Public Finance.,52,08,08,6-digit,Q274490,public finance,public finance in economics,Q11862829,,Q10660901,,,,,,,,,,Q7163,,,,,,,,Q1029706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0809,Credit Management.,52,08,09,6-digit,Q3002420,credit management,"process of granting credit, setting the terms it's granted on, recovering this credit when it's due, and ensuring compliance with company credit policy, among other credit related functions",Q28640,,Q2906013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1001,"Human Resources Management/Personnel Administration, General.",52,10,01,6-digit,Q1056396,human resource management,field in economy,Q268592,,Q5508836,,Q2920921,,Q1399956,,,,,,Q281940,,Q7679200,,,,Q110406476,,,,Q2920921,,,,Q1920785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1003,Organizational Behavior Studies.,52,10,03,6-digit,Q19483216,organizational behavior studies,study of human behavior in organizational settings,Q2267705,,Q3769299,,Q113146439,,,,Q149584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1004,Labor Studies.,52,10,04,6-digit,Q629350,labor studies,interdisciplinary science that considers the work of people from different aspects,Q1665984,,,,Q9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1201,"Management Information Systems, General.",52,12,01,6-digit,Q61905,management information system,information system used for decision-making,Q11862829,,Q121182,,Q330268,,,,,,,,Q193351,,,,Q2920921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1206,Information Resources Management/CIO Training.,52,12,06,6-digit,Q579488,information management,organisational activity concerning information lifecycle,Q11862829,,Q16387,,,,,,,,,,Q192060,,,,,,Q173373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1207,Knowledge Management.,52,12,07,6-digit,Q192060,knowledge management,"process of creating, sharing, using and managing the knowledge and information of an organization",Q96247293,,Q376657,,,,,,,,,,,,Q9081,,,,Q173373,,,,Q1544281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1301,"Management Science, General.",52,13,01,6-digit,Q1888574,Management Science,journal,Q685935,,,,,,,,,,Q2920921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1304,Actuarial Science.,52,13,04,6-digit,Q1128453,actuarial science,discipline that applies mathematical and statistical methods to assess risk in the insurance and finance industries,Q1936384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2001,Construction Management.,52,20,01,6-digit,Q811501,construction management,professional service,Q4671286,,Q2920921,,Q150737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0102,American History (United States).,54,01,02,6-digit,Q15759352,American History,academic journal,Q5633421,,,,,,,,,,Q309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0103,European History.,54,01,03,6-digit,Q7787,history of Europe,"history of Europe, including the continent and nearby islands",Q11862829,,Q200325,,Q1949625,,,,,,,,,,,,,,,,,,Q46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0104,History and Philosophy of Science and Technology.,54,01,04,6-digit,Q23035780,history and philosophy of science and technology,academic field encompassing four related disciplines,,,Q59115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0105,Public/Applied History and Archival Administration.,54,01,05,6-digit,Q180686,PubMed,"online database with abstracts of medical articles, hosted by US National Library of Medicine",Q8513,,,,,,,,,,Q13442814,,Q229883,,,,,,,,Q110211927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0303,Veterinary Dermatology.,60,03,03,6-digit,Q15752609,Veterinary Dermatology,scientific journal,Q41298,,,,,,,,,,Q54874930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0307,Veterinary Microbiology.,60,03,07,6-digit,Q15761011,Veterinary Microbiology,journal,Q5633421,,,,,,,,,,Q7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0403,Anesthesiology.,60,04,03,6-digit,Q2012635,Anesthesiology,academic journal,Q685935,,,,,,,,,,Q615057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0417,Neurology.,60,04,17,6-digit,Q1161692,Neurology,scientific journal,Q5633421,,,,,,,,,,Q83042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0419,Obstetrics and Gynecology.,60,04,19,6-digit,Q7075543,Obstetrics and Gynecology,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q1221899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0420,Occupational Medicine.,60,04,20,6-digit,Q7075784,Occupational Medicine,journal,Q5633421,,,,,,,,,,Q628764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0421,Ophthalmology.,60,04,21,6-digit,Q7098109,Ophthalmology,scientific journal,Q737498,,,,,,Q161437,,,,Q161437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0422,Orthopedics/Orthopedic Surgery.,60,04,22,6-digit,Q27712680,Orthopedics,scientific journal,Q5633421,,,,,,,,,,Q216685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0425,Pediatrics.,60,04,25,6-digit,Q7159238,Pediatrics,Monthly medical journal,Q737498,,,,,,,,,,Q123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0433,Urology.,60,04,33,6-digit,Q7900884,Urology,scientific journal,Q737498,,,,,,,,,,Q105650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0504,Cardiology.,60,05,04,6-digit,Q15751978,Cardiology,Russian medical journal,Q5633421,,,,,,,,,,Q10379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0505,Chemical Pathology.,60,05,05,6-digit,Q849994,clinical chemistry,area of clinical pathology that is generally concerned with analysis of bodily fluids,Q930752,,Q11351,,Q113129142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0507,Child Psychiatry.,60,05,07,6-digit,Q15745495,Child Psychiatry and Human Development,journal,Q5633421,,,,,,,,,,Q1741745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0511,Critical Care Medicine.,60,05,11,6-digit,Q5186605,Critical Care Medicine,journal,Q5633421,,,,,,,,,,Q679690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0513,Dermatopathology.,60,05,13,6-digit,Q27726495,Dermatopathology,scientific journal published by MDPI,Q737498,,,,,,,,,,Q171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01T00:00:00Z,,,,,,,,,,Q39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0519,Gastroenterology.,60,05,19,6-digit,Q4039279,Gastroenterology,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q120569,,,,,,,,Q120569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0527,Infectious Disease.,60,05,27,6-digit,Q18123741,infectious disease,disease caused by infection of pathogenic biological agents in a host organism,Q11862829,,Q12136,,,,,,Q788926,,,,,,,,,,Q2083837,,Q602358,,Q87075524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0578,Hand Surgery.,60,05,78,6-digit,Q5647131,Hand Surgery,journal,Q5633421,,,,,,,,,,Q40821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
